-0.34577,0.701011
-0.34818,0.696433
-0.34359,0.699235
-0.35594,0.698158
-0.34865,0.704416
-0.33651,0.670212
-0.33163,0.672192
-0.35295,0.693710
-0.34434,0.693685
-0.34612,0.708720
-0.33692,0.665924
-0.35000,0.711760
-0.34469,0.672777
-0.33275,0.682248
-0.36088,0.694898
-0.33823,0.695102
-0.34442,0.689521
-0.36326,0.692964
-0.36071,0.705904
-0.32452,0.674682
-0.33768,0.684277
-0.34221,0.684076
-0.33527,0.694664
-0.35399,0.711640
-0.35779,0.709087
-0.36351,0.703890
-0.34668,0.671344
-0.36367,0.703902
-0.35329,0.685175
-0.36163,0.690661
-0.32304,0.670844
-0.32501,0.686256
-0.36246,0.702771
-0.32566,0.662074
-0.35650,0.713667
-0.33125,0.688854
-0.36533,0.704565
-0.32982,0.686577
-0.35474,0.714571
-0.35379,0.679992
-0.36669,0.703904
-0.32012,0.668549
-0.31898,0.685051
-0.33327,0.690583
-0.32129,0.687375
-0.32031,0.674677
-0.36738,0.690850
-0.32078,0.673050
-0.31915,0.670024
-0.36340,0.723531
-0.34494,0.717387
-0.33003,0.698623
-0.31778,0.691542
-0.31593,0.687353
-0.32789,0.659606
-0.32980,0.705148
-0.37241,0.706204
-0.33479,0.710966
-0.31744,0.673097
-0.37386,0.711827
-0.35643,0.721309
-0.31176,0.664462
-0.37140,0.699434
-0.33076,0.709331
-0.35402,0.675404
-0.31399,0.671194
-0.34462,0.663383
-0.37153,0.722818
-0.34758,0.663050
-0.31422,0.671654
-0.32540,0.657843
-0.37210,0.724184
-0.37260,0.723868
-0.33098,0.711277
-0.33391,0.712448
-0.35323,0.670823
-0.31240,0.681369
-0.37292,0.697086
-0.33261,0.712691
-0.32621,0.702159
-0.32358,0.654277
-0.37185,0.729334
-0.37700,0.705768
-0.31309,0.652954
-0.38052,0.725772
-0.36002,0.731384
-0.37256,0.734614
-0.32475,0.701325
-0.37528,0.699133
-0.33561,0.719381
-0.32723,0.711663
-0.38879,0.733713
-0.32466,0.704522
-0.38353,0.709546
-0.34103,0.658496
-0.30746,0.685123
-0.38620,0.712792
-0.30962,0.687319
-0.37951,0.734596
-0.38406,0.720522
-0.34000,0.656761
-0.37403,0.738898
-0.38878,0.723696
-0.35989,0.670214
-0.30813,0.687258
-0.37318,0.687551
-0.35629,0.666662
-0.38697,0.716711
-0.36554,0.733980
-0.32440,0.645803
-0.32185,0.704248
-0.34256,0.726102
-0.29998,0.673698
-0.37056,0.737974
-0.30195,0.671840
-0.34266,0.728565
-0.30740,0.650244
-0.39207,0.740393
-0.32250,0.708783
-0.34082,0.725920
-0.37724,0.738608
-0.32749,0.642761
-0.34033,0.653276
-0.39275,0.729023
-0.37081,0.740824
-0.38608,0.747145
-0.30323,0.681950
-0.38754,0.738809
-0.31501,0.642047
-0.31648,0.639737
-0.30545,0.645727
-0.37583,0.746720
-0.29528,0.673847
-0.30672,0.643996
-0.38305,0.749027
-0.38047,0.749031
-0.30851,0.639882
-0.30074,0.679750
-0.39791,0.731126
-0.29547,0.657641
-0.29950,0.643064
-0.30382,0.638950
-0.40435,0.753582
-0.29609,0.646731
-0.34546,0.653933
-0.31063,0.697828
-0.40151,0.716894
-0.29068,0.654386
-0.40122,0.751018
-0.31779,0.711926
-0.39105,0.748158
-0.29391,0.649446
-0.39976,0.714935
-0.35970,0.741747
-0.39160,0.753908
-0.39339,0.707676
-0.28841,0.657407
-0.39419,0.748683
-0.37265,0.676806
-0.38007,0.687591
-0.39572,0.755570
-0.34554,0.739798
-0.39568,0.760573
-0.38142,0.690472
-0.32887,0.727757
-0.41550,0.745432
-0.39554,0.701853
-0.30747,0.697916
-0.30159,0.633313
-0.34646,0.742857
-0.29859,0.637917
-0.38892,0.753102
-0.28996,0.650749
-0.35668,0.744607
-0.32693,0.636554
