-0.35517,0.709649
-0.35598,0.709711
-0.35798,0.705306
-0.35421,0.708724
-0.35773,0.711062
-0.34211,0.692867
-0.35399,0.711640
-0.32805,0.682728
-0.33768,0.684277
-0.33848,0.684820
-0.35630,0.709886
-0.35948,0.711791
-0.33594,0.685902
-0.33998,0.687572
-0.33275,0.682248
-0.35642,0.712140
-0.34549,0.688553
-0.32772,0.679975
-0.34731,0.698107
-0.33979,0.697714
-0.36101,0.711490
-0.33599,0.681954
-0.34052,0.680132
-0.34970,0.695294
-0.33734,0.686049
-0.33575,0.686549
-0.35542,0.712496
-0.32803,0.679153
-0.33141,0.676522
-0.35008,0.712638
-0.35141,0.709295
-0.33328,0.682242
-0.34687,0.691704
-0.33373,0.677888
-0.33569,0.682727
-0.32935,0.688443
-0.34004,0.684874
-0.33675,0.693404
-0.33527,0.696664
-0.34164,0.688441
-0.33338,0.684599
-0.33823,0.695102
-0.32853,0.688520
-0.34969,0.690638
-0.36431,0.706660
-0.32982,0.686577
-0.34563,0.700473
-0.35111,0.705801
-0.33125,0.688854
-0.35024,0.711974
-0.34733,0.707273
-0.36234,0.711596
-0.33047,0.673486
-0.32501,0.686256
-0.33688,0.690746
-0.32898,0.674667
-0.33118,0.683739
-0.35135,0.703024
-0.36019,0.714829
-0.33430,0.692590
-0.35383,0.701888
-0.32665,0.679573
-0.36246,0.702771
-0.33476,0.676649
-0.35579,0.715802
-0.34788,0.699112
-0.34577,0.701011
-0.32937,0.689262
-0.34666,0.713091
-0.33011,0.674558
-0.34060,0.702039
-0.35057,0.697390
-0.36153,0.714985
-0.35459,0.699682
-0.34925,0.701760
-0.35148,0.696530
-0.35002,0.698134
-0.33143,0.692891
-0.36642,0.707588
-0.33194,0.691212
-0.35726,0.717366
-0.33163,0.672192
-0.33138,0.671986
-0.34605,0.704275
-0.34344,0.703767
-0.36574,0.705535
-0.34736,0.704082
-0.35019,0.689302
-0.34373,0.705775
-0.34460,0.704504
-0.35539,0.719473
-0.34476,0.682004
-0.32308,0.678040
-0.34830,0.683678
-0.34634,0.713432
-0.36160,0.699065
-0.33774,0.673573
-0.36259,0.701914
-0.34267,0.704648
-0.35428,0.699094
-0.35369,0.699227
-0.34930,0.718622
-0.32740,0.674534
-0.32277,0.684119
-0.32104,0.679675
-0.32327,0.680383
-0.34729,0.682678
-0.34239,0.705810
-0.34560,0.708402
-0.33303,0.671907
-0.32450,0.689722
-0.34292,0.678249
-0.32888,0.670796
-0.35366,0.690032
-0.33110,0.697099
-0.33934,0.702811
-0.36991,0.713574
-0.32622,0.669620
-0.36753,0.705198
-0.32089,0.683681
-0.36083,0.719016
-0.35594,0.698158
-0.34773,0.682239
-0.36718,0.720949
-0.36517,0.699910
-0.34725,0.717447
-0.31934,0.682459
-0.33958,0.673854
-0.36854,0.707872
-0.36689,0.701296
-0.35590,0.697342
-0.36641,0.709848
-0.37024,0.709067
-0.35079,0.683775
-0.32728,0.669155
-0.34813,0.681087
-0.32036,0.687694
-0.37386,0.716895
-0.34006,0.707593
-0.32274,0.672637
-0.34046,0.704983
-0.32078,0.688826
-0.35378,0.687118
-0.36887,0.711102
-0.37118,0.720330
-0.31917,0.676203
-0.35339,0.686987
-0.33939,0.705128
-0.31843,0.683196
-0.34390,0.711577
-0.35329,0.685175
-0.37146,0.713273
-0.31614,0.684356
-0.35099,0.720202
-0.32738,0.693167
-0.32180,0.671707
-0.32798,0.667668
-0.32031,0.674677
-0.35643,0.721309
-0.34494,0.717387
-0.36238,0.694620
-0.32851,0.699637
-0.35934,0.720890
-0.31979,0.673110
-0.36166,0.725571
-0.32102,0.670272
-0.35836,0.722947
-0.34532,0.676185
-0.32490,0.696785
-0.34259,0.672685
-0.34974,0.679393
-0.35587,0.685706
-0.33357,0.667808
-0.37153,0.722818
-0.37190,0.707170
-0.37345,0.710793
-0.34486,0.718307
-0.32834,0.700759
-0.34891,0.721441
-0.31524,0.668961
-0.35811,0.725466
-0.33871,0.667038
-0.31483,0.683160
-0.34504,0.674686
-0.36248,0.726744
-0.37462,0.707627
-0.32268,0.664505
-0.36792,0.698070
-0.37656,0.720664
-0.32620,0.698715
-0.35924,0.727698
-0.33853,0.711606
-0.35398,0.723277
-0.35830,0.726485
-0.37394,0.724754
-0.35889,0.729532
-0.37500,0.723285
-0.33728,0.666982
-0.32653,0.663533
-0.31636,0.689675
-0.35768,0.726165
-0.33692,0.665924
-0.36064,0.728510
-0.37294,0.725692
-0.35379,0.679992
-0.36800,0.695828
-0.37140,0.699434
-0.31761,0.690285
-0.32423,0.696097
-0.36326,0.692964
-0.37690,0.712252
-0.31490,0.678155
-0.37581,0.725403
-0.32292,0.696648
-0.31291,0.684945
-0.32706,0.665884
-0.33425,0.703769
-0.34047,0.714079
-0.31650,0.666945
-0.31150,0.670906
-0.32621,0.702159
-0.37837,0.717394
-0.35331,0.725085
-0.37702,0.712338
-0.35576,0.725609
-0.31206,0.670008
-0.34617,0.722109
-0.32980,0.705148
-0.35636,0.727194
-0.31244,0.685069
-0.32780,0.662154
-0.31778,0.691542
-0.35167,0.724270
-0.37618,0.710398
